exp_id,timestamp,model,win,n_ext,ext_cols,members,weighting,MedianGain_vs_E0,champion_before,MedianGain_vs_champion,WinRate,P10Gain,WorstGain,eps_champion,decision,champion_after,rmse_mean_win,rmse_mean_champion,gain_cells,rmse_h1,rmse_h2,rmse_h3,mae_h1,mae_h2,mae_h3,champ_rmse_h1,champ_rmse_h2,champ_rmse_h3,latency_p95_ms,latency_p99_ms,latency_max_ms,train_device,predict_device
20260913_035531_probe_tfm,2026-09-13T03:55:31,tfm,prune,160,vwap_amt_gap_2|vwap_amt_gap_3|vwap_amt_gap_4|vwap_amt_gap_5|vwap_amt_gap_8|vwap_amt_gap_10|ret_1|ret_2|ret_3|ret_4|ret_5|ret_8|ret_10|ret_15|log_rv2_rv60|log_rv3_rv60|log_rv4_rv60|log_rv5_rv60|log_rv8_rv60|log_rv10_rv60|log_rv15_rv60|log_c_ema2|log_c_ema3|log_c_ema4|log_c_ema5|log_c_ema8|log_c_ema10|log_c_ema15|log_ema2_ema5|log_ema2_ema8|log_ema3_ema10|log_ema4_ema10|log_ema5_ema15|rsi1_centered|rsi2_centered|rsi3_centered|rsi4_centered|rsi5_centered|rsi8_centered|rsi10_centered|rsi15_centered|bb_pctb_2|bb_pctb_3|bb_pctb_4|bb_pctb_5|bb_pctb_8|bb_pctb_10|bb_pctb_15|bb_logbw_3|bb_logbw_4|bb_logbw_5|bb_logbw_8|bb_logbw_10|bb_logbw_15|log_atr1_c|log_atr2_c|log_atr3_c|log_atr4_c|log_atr5_c|log_atr8_c|log_atr10_c|log_atr15_c|log_atr2_rv2|log_atr3_rv3|log_atr4_rv4|log_atr5_rv5|log_atr8_rv8|log_atr10_rv10|log_atr15_rv15|kcw_2|kcw_3|kcw_4|kcw_5|kcw_8|kcw_10|kcw_15|mfi1_centered|mfi2_centered|mfi4_centered|mfi5_centered|mfi8_centered|mfi10_centered|mfi15_centered|ad_vwclv_1|ad_vwclv_2|ad_vwclv_3|ad_vwclv_4|ad_vwclv_8|ad_vwclv_10|dd_2|dd_3|dd_4|dd_5|dd_8|dd_10|dd_15|ru_2|ru_3|ru_4|ru_5|ru_8|ru_10|ru_15|log_range_1|log_range_2|log_range_3|log_range_4|log_range_5|log_range_8|log_range_10|log_range_15|ret_skew_5|ret_skew_8|ret_skew_10|ret_skew_15|hma_slope1_volnorm|hma_slope2_volnorm|hma_slope3_volnorm|hma_slope4_volnorm|hma_slope5_volnorm|hma_slope8_volnorm|hma_slope10_volnorm|hma_slope15_volnorm|macd_hist_2_5_2_volnorm|macd_hist_2_8_3_volnorm|macd_hist_3_10_3_volnorm|macd_hist_4_10_4_volnorm|macd_hist_5_15_5_volnorm|psar_dir_2|psar_dir_3|psar_dir_4|psar_dir_5|psar_dir_8|psar_dir_10|psar_dir_15|psar_logdist_2|psar_logdist_3|psar_logdist_4|psar_logdist_5|psar_logdist_8|psar_logdist_10|psar_logdist_15|psar_age_log_2|psar_age_log_3|psar_age_log_4|psar_age_log_5|psar_age_log_8|psar_age_log_10|psar_age_log_15|log_rv2_med2d|log_rv3_med2d|log_rv4_med2d|log_rv5_med2d|log_rv8_med2d|log_rv10_med2d|log_rv15_med2d|r5_2|r5_3|log_c5_ema5_2|log_c5_ema5_3,,,-3.5278,,,,,,,probe — không so champion,,"[[73.7926, 103.6865, 127.3718], [48.9704, 70.7666, 85.5482], [83.9259, 119.4968, 150.0503], [128.5551, 183.0435, 107.8913], [25.6363, 36.3484, 44.3317]]",,,,,,,,,,,,,,,GPU,
20260913_161427_probe_autots_wr,2026-09-13T16:14:27,autots_wr,prune,111,vwap_amt_gap_1|vwap_amt_gap_240|ret_1440|log_rv15_rv240|log_rv60_rv1440|dd_240|log_c_ema240|log_c_ema1440|log_ema60_ema240|hma_slope64_volnorm|macd_hist_60_240_60_volnorm|bb_pctb_60|bb_logbw_20|log_atr14_c|kcw_20|mfi60_centered|psar_age_log|log_rv60_med2d|r5_1|r5_12|log_c5_ema5_12|vwap_amt_gap_3|vwap_amt_gap_4|vwap_amt_gap_5|ret_1|ret_2|ret_3|ret_5|ret_8|ret_15|log_rv2_rv60|log_rv4_rv60|log_rv5_rv60|log_rv10_rv60|log_c_ema2|log_c_ema3|log_c_ema4|log_c_ema8|log_c_ema10|log_c_ema15|log_ema2_ema5|log_ema2_ema8|log_ema4_ema10|log_ema5_ema15|rsi3_centered|rsi4_centered|rsi5_centered|rsi8_centered|rsi10_centered|rsi15_centered|bb_pctb_4|bb_pctb_5|bb_pctb_8|bb_pctb_15|bb_logbw_3|bb_logbw_8|bb_logbw_15|log_atr2_c|log_atr5_c|log_atr8_c|log_atr2_rv2|log_atr4_rv4|log_atr5_rv5|log_atr8_rv8|log_atr10_rv10|kcw_2|kcw_5|kcw_8|kcw_10|kcw_15|mfi3_centered|mfi10_centered|ad_vwclv_1|ad_vwclv_2|ad_vwclv_4|ad_vwclv_8|ad_vwclv_10|dd_2|dd_3|dd_8|dd_10|dd_15|ru_3|ru_4|ru_5|ru_15|log_range_8|log_range_10|log_range_15|ret_skew_3|ret_skew_8|hma_slope2_volnorm|hma_slope3_volnorm|hma_slope4_volnorm|macd_hist_2_5_2_volnorm|macd_hist_2_8_3_volnorm|macd_hist_4_10_4_volnorm|macd_hist_5_15_5_volnorm|psar_logdist_2|psar_logdist_3|psar_logdist_4|psar_logdist_5|psar_logdist_8|psar_age_log_5|psar_age_log_10|psar_age_log_15|log_rv2_med2d|log_rv3_med2d|log_rv4_med2d|log_rv5_med2d|log_rv15_med2d,,,-0.1392,,,,,,,probe — không so champion,,"[[73.0248, 102.2189, 126.0112], [47.7072, 68.326, 82.2705], [78.4319, 110.4916, 136.4819], [45.9485, 65.9616, 80.7101], [25.2751, 35.7176, 43.4216]]",,,,,,,,,,,,,,,GPU,
20260913_173813_probe_autots_mr,2026-09-13T17:38:13,autots_mr,prune,29,vwap_amt_gap_1|vwap_amt_gap_15|log_rv15_rv240|log_rv60_rv1440|ret_skew_60|ru_240|kcw_20|psar_dir|vwap_amt_gap_5|vwap_amt_gap_8|ret_2|ret_3|ret_4|ret_15|log_rv3_rv60|log_c_ema4|log_c_ema8|log_c_ema15|log_ema2_ema8|log_ema3_ema10|rsi4_centered|bb_logbw_15|kcw_3|log_range_8|ret_skew_4|ret_skew_5|macd_hist_3_10_3_volnorm|psar_dir_15|psar_logdist_10,,,-0.1006,,,,,,,probe — không so champion,,"[[72.9114, 103.054, 127.7591], [47.6105, 68.241, 82.3004], [77.4239, 109.048, 135.3985], [45.953, 65.8231, 80.6501], [25.2525, 35.919, 43.7395]]",,,,,,,,,,,,,,,GPU,
