run,t0,t1,msgs,f0,l1,hours,anchored
410.0,1775976709414,1775976884214,1749,91837962752,91838016457,0.04855555555555555,True
411.0,1775976983514,1775977041414,580,91838036050,91838051894,0.016083333333333335,True
412.0,1775977083614,1775977167714,842,91838061674,91838076673,0.02336111111111111,True
413.0,1775977252714,1775977350614,980,91838116054,91838142853,0.027194444444444445,True
414.0,1775977440314,1775977522814,826,91838179821,91838207706,0.022916666666666665,True
415.0,1775977638514,1775977807314,1689,91838235435,91838290356,0.04688888888888889,True
416.0,1775977920014,1775977966714,468,91838319848,91838334342,0.012972222222222222,True
417.0,1775978034114,1775978161314,1273,91838349693,91838390231,0.035333333333333335,True
418.0,1775978222114,1775978263014,410,91838405697,91838416761,0.011361111111111112,True
419.0,1775978396514,1775978512814,1164,91838449152,91838478284,0.03230555555555555,True
420.0,1775978613914,1775978740014,1262,91838502786,91838538434,0.035027777777777776,True
421.0,1775978810514,1775978963814,1534,91838555090,91838588913,0.042583333333333334,True
422.0,1775979153514,1775979281814,1284,91838628278,91838658228,0.03563888888888889,True
423.0,1775979403314,1775979563714,1605,91838698619,91838744106,0.04455555555555556,True
424.0,1775979706015,1775979758814,529,91838786957,91838806021,0.014666388888888889,True
425.0,1775979804714,1775979883114,785,91838824398,91838841885,0.021777777777777778,True
426.0,1775979993314,1775980252914,2597,91838871800,91838947258,0.07211111111111111,True
427.0,1775980404315,1775980470914,667,91838984154,91839014301,0.018499722222222223,True
428.0,1775980525814,1775980691614,1659,91839031885,91839069197,0.04605555555555556,True
429.0,1775980846014,1775980963514,1176,91839138295,91839162000,0.03263888888888889,True
430.0,1775981056414,1775981140814,845,91839184214,91839210694,0.023444444444444445,True
431.0,1775981256114,1775981393814,1378,91839231338,91839273105,0.03825,True
432.0,1775981457314,1775981531314,741,91839292097,91839310552,0.020555555555555556,True
433.0,1775981636115,1775981733114,971,91839335296,91839364238,0.02694416666666667,True
434.0,1775981849014,1775982012014,1631,91839384128,91839418966,0.04527777777777778,True
435.0,1775982169214,1775982235314,662,91839451487,91839471718,0.018361111111111113,True
436.0,1775982280114,1775982350014,700,91839488633,91839507807,0.019416666666666665,True
437.0,1775982451214,1775982593214,1421,91839529481,91839555960,0.03944444444444444,True
438.0,1775982720514,1775982775214,548,91839585088,91839597710,0.015194444444444444,True
439.0,1775982886714,1775983042715,1561,91839619565,91839655613,0.043333611111111114,True
440.0,1775983167314,1775983369314,2021,91839691913,91839777104,0.05611111111111111,True
441.0,1775983528114,1775983697314,1693,91839821042,91839885210,0.047,True
442.0,1775983808414,1775983951014,1427,91839939398,91839970598,0.03961111111111111,True
443.0,1775984080114,1775984146614,666,91840009879,91840026559,0.018472222222222223,True
444.0,1775984172814,1775984228015,553,91840038230,91840054180,0.01533361111111111,True
445.0,1775984334315,1775984472915,1387,91840078935,91840115460,0.0385,True
446.0,1775984598014,1775984656014,581,91840154792,91840183697,0.01611111111111111,True
447.0,1775984783014,1775984903414,1205,91840241139,91840278995,0.03344444444444444,True
448.0,1775985000914,1775985206514,2057,91840315789,91840361406,0.05711111111111111,True
449.0,1775985370714,1775985451414,808,91840414077,91840439387,0.022416666666666668,True
450.0,1775985557314,1775985675414,1182,91840459902,91840483818,0.03280555555555555,True
451.0,1775985788416,1775985919916,1316,91840511661,91840551522,0.03652777777777778,True
452.0,1776664492314,1776666592114,20999,92326397548,92327638774,0.5832777777777778,True
453.0,1776729606614,1776758206514,286000,92388808438,92406643298,7.944416666666666,False
454.0,1776826082514,1776907583714,814999,92475185918,92543355813,22.639222222222223,True
455.0,1776907670915,1776963671014,559999,92543436727,92586447097,15.555583055555555,True
456.0,1778114434714,1778119134514,46999,93288293056,93292264266,1.3055,True
457.0,1778254772314,1778260272414,54999,93381897164,93386204812,1.5278055555555556,True
458.0,1778340516114,1778340715914,1999,93417430690,93417520819,0.0555,True
459.0,1778776347514,1778803247514,268999,93685405319,93704681635,7.472222222222222,True
460.0,1778822156614,1778889599914,674432,93720579553,93769229057,18.73425,True
461.0,1778978735714,1778978835514,999,93808507331,93808570020,0.02772222222222222,True
462.0,1778978922814,1778979022614,999,93808603522,93808652132,0.02772222222222222,True
463.0,1778979114414,1778990348214,112339,93808684784,93815360779,3.1205,True
464.0,1778990362115,1778991376614,10146,93815364958,93815793683,0.28180527777777775,True
465.0,1778991384014,1778992851614,14677,93815795600,93816397046,0.4076666666666667,True
466.0,1778992859614,1778994178814,13193,93816399547,93816889791,0.36644444444444446,True
467.0,1778994193614,1778995846914,16534,93816897571,93817538059,0.45925,True
468.0,1778995855214,1778998932615,30775,93817540282,93818460385,0.8548336111111111,True
469.0,1778998947614,1778999536514,5890,93818464133,93818699301,0.16358333333333333,True
470.0,1778999551614,1779000855316,13038,93818706930,93819051759,0.36213944444444446,True
471.0,1779000866914,1779002284615,14178,93819057089,93819419674,0.39380583333333335,True
472.0,1779002293516,1779003963714,16703,93819421178,93819996864,0.4639438888888889,True
473.0,1779003978714,1779006398514,24199,93820002631,93820707124,0.6721666666666667,True
474.0,1779006413614,1779007536614,11231,93820714547,93821050147,0.31194444444444447,True
475.0,1779007551814,1779013135415,55837,93821052885,93823099199,1.5510002777777778,True
476.0,1779013144414,1779014287315,11430,93823102942,93823696155,0.3174725,True
477.0,1779014302914,1779016423014,21202,93823704038,93824481814,0.5889166666666666,True
478.0,1779016438614,1779016616914,1784,93824486588,93824594920,0.049527777777777775,True
479.0,1779016625714,1779017031614,4060,93824596632,93824750044,0.11275,True
480.0,1779017047114,1779019670114,26231,93824754151,93825678969,0.7286111111111111,True
481.0,1779019685814,1779020070114,3844,93825681937,93825810865,0.10675,True
482.0,1779020085714,1779024376714,42911,93825822399,93827531998,1.1919444444444445,True
483.0,1779024392614,1779027852315,34598,93827537094,93829266900,0.9610280555555556,True
484.0,1779027865714,1779028652914,7873,93829275128,93829703634,0.21866666666666668,True
485.0,1779028669514,1779029386914,7175,93829711138,93830030893,0.19927777777777778,True
486.0,1779029403114,1779030806914,14039,93830036315,93830558347,0.3899444444444444,True
487.0,1779030823014,1779031123814,3009,93830565354,93830781881,0.08355555555555555,True
488.0,1779031139814,1779031723814,5841,93830789885,93831032128,0.1622222222222222,True
489.0,1779031739914,1779033254114,15143,93831039622,93831640848,0.4206111111111111,True
490.0,1779033263314,1779033833114,5699,93831646892,93831846094,0.15827777777777777,True
491.0,1779033842014,1779034661614,8197,93831851963,93832108004,0.22766666666666666,True
492.0,1779034677614,1779034861614,1841,93832118131,93832183528,0.051111111111111114,True
493.0,1779034877714,1779035978114,11005,93832186759,93832533866,0.30566666666666664,True
494.0,1779035994514,1779036598415,6040,93832538249,93832755027,0.1677502777777778,True
495.0,1779036614514,1779036798414,1840,93832762005,93832838397,0.051083333333333335,True
496.0,1779036814414,1779039298414,24841,93832843115,93834001353,0.69,True
497.0,1779039314514,1779041669114,23547,93834014508,93835012790,0.6540555555555555,True
498.0,1779041679115,1779042764414,10854,93835015929,93835489854,0.3014719444444444,True
499.0,1779042773614,1779043742314,9688,93835494041,93835773198,0.26908333333333334,True
500.0,1779043752514,1779044325814,5734,93835779529,93836004707,0.15925,True
501.0,1779044342714,1779044819114,4765,93836012594,93836222062,0.13233333333333333,True
502.0,1779044829314,1779045573816,7446,93836227323,93836436423,0.2068061111111111,True
503.0,1779045586515,1779046813915,12275,93836439231,93836805313,0.34094444444444444,True
504.0,1779046830214,1779047412114,5820,93836819898,93837124876,0.1616388888888889,True
505.0,1779047428414,1779048112114,6838,93837131547,93837366400,0.18991666666666668,True
506.0,1779048128415,1779051449715,33214,93837368968,93838411821,0.9225833333333333,True
507.0,1779051466314,1779052240614,7744,93838413947,93838609167,0.21508333333333332,True
508.0,1779052250914,1779058912414,66616,93838610778,93842666207,1.8504166666666666,True
509.0,1779058929114,1779059360114,4311,93842679308,93843118775,0.11972222222222222,True
510.0,1779059370514,1779059943314,5729,93843129854,93843736329,0.15911111111111112,True
511.0,1779059960314,1779061912914,19527,93843760276,93846968719,0.5423888888888889,True
512.0,1779061932114,1779062027314,953,93846998564,93847184301,0.026444444444444444,True
513.0,1779062037014,1779076535614,144987,93847207425,93862824228,4.027388888888889,True
514.0,1779076558115,1779077065214,5072,93862832741,93863143047,0.14086083333333332,True
515.0,1779077086915,1779082189914,51031,93863148662,93866140089,1.4174997222222223,True
516.0,1779082214214,1779083450714,12366,93866160814,93866941816,0.34347222222222223,True
517.0,1779083471214,1779083883714,4126,93866949870,93867183780,0.11458333333333333,True
518.0,1779083904314,1779085166814,12626,93867191462,93868310627,0.3506944444444444,True
519.0,1779085176214,1779086049514,8734,93868316535,93869040205,0.24258333333333335,True
520.0,1779086070014,1779087817114,17472,93869054283,93870011185,0.48530555555555555,True
521.0,1779087826517,1779088089214,2628,93870013425,93870130031,0.07297138888888889,True
522.0,1779088109814,1779088549014,4393,93870136504,93870416778,0.122,True
523.0,1779088569714,1779089476814,9072,93870434608,93871057636,0.2519722222222222,True
524.0,1779089486314,1779090589514,11033,93871060681,93871816937,0.30644444444444446,True
525.0,1779090610414,1779090889514,2792,93871836545,93871968948,0.07752777777777778,True
526.0,1779090913214,1779095735614,48225,93871982108,93874668036,1.3395555555555556,True
527.0,1779095745314,1779096602214,8570,93874671290,93875020654,0.23802777777777778,True
528.0,1779096611915,1779097100814,4890,93875029076,93875259579,0.1358052777777778,True
529.0,1779097121815,1779097643315,5207,93875265611,93875481202,0.1448611111111111,True
530.0,1779097663114,1779100098914,24358,93875486220,93876702705,0.6766111111111112,True
531.0,1779100120014,1779101161114,10412,93876707197,93877165763,0.2891944444444444,True
532.0,1779101186414,1779101734614,5483,93877176968,93877389414,0.1522777777777778,True
533.0,1779101744414,1779102714514,9702,93877391172,93877897181,0.2694722222222222,True
534.0,1779102723514,1779102910014,1866,93877899131,93877954600,0.051805555555555556,True
535.0,1779102931114,1779103371614,4406,93877958920,93878126538,0.12236111111111111,True
536.0,1779103392816,1779103571614,1789,93878130398,93878189592,0.04966611111111111,True
537.0,1779103592814,1779103771614,1789,93878195595,93878246870,0.049666666666666665,True
538.0,1779103792815,1779107991114,41984,93878255379,93882636854,1.1661941666666666,True
539.0,1779108012615,1779109022114,10096,93882664869,93883777235,0.28041638888888887,True
540.0,1779109043814,1779109991014,9473,93883793320,93884568973,0.26311111111111113,True
541.0,1779110001215,1779111794814,17937,93884573065,93887068742,0.49822194444444445,True
542.0,1779111816714,1779114521814,27052,93887113615,93892114999,0.7514166666666666,True
543.0,1779114543814,1779115285715,7420,93892133337,93893699231,0.20608361111111112,True
544.0,1779115312414,1779117923715,26114,93893741628,93898064625,0.7253613888888889,True
545.0,1779117933514,1779120681514,27481,93898084425,93901186055,0.7633333333333333,True
546.0,1779120703914,1779123378214,26744,93901230577,93904198086,0.7428611111111111,True
547.0,1779123404414,1779123667214,2629,93904212167,93904416482,0.073,True
548.0,1779123677315,1779127613214,39360,93904426286,93907782502,1.0933052777777779,True
549.0,1779127623414,1779128906414,12831,93907789173,93909232025,0.35638888888888887,True
550.0,1779128917814,1779130735614,18179,93909249525,93910897367,0.5049444444444444,True
551.0,1779130746514,1779132455614,17092,93910914436,93913577968,0.47475,True
552.0,1779132487614,1779132793015,3055,93913595489,93913874942,0.08483361111111111,True
553.0,1779132827915,1779133727114,8993,93913896900,93914763395,0.2497775,True
554.0,1779133738114,1779137243414,35054,93914773696,93917181319,0.9736944444444444,True
555.0,1779137273615,1779137746014,4725,93917194739,93917404727,0.13122194444444443,True
556.0,1779137776314,1779137906914,1307,93917418055,93917491809,0.03627777777777778,True
557.0,1779137919215,1779138872314,9532,93917495928,93918029394,0.2647497222222222,True
558.0,1779138902615,1779140146114,12436,93918038075,93918685872,0.34541638888888887,True
559.0,1779140176514,1779142281214,21048,93918705907,93919979017,0.5846388888888889,True
560.0,1779142291914,1779142746414,4546,93919982219,93920266666,0.12625,True
561.0,1779142776514,1779144732714,19563,93920283492,93921394652,0.5433888888888889,True
562.0,1779144776414,1779144786815,105,93921413491,93921423337,0.0028891666666666666,True
563.0,1779144822314,1779145295314,4731,93921446000,93921680693,0.1313888888888889,True
564.0,1779145307414,1779145763514,4562,93921689376,93921934208,0.12669444444444444,True
565.0,1779145793914,1779147938014,21442,93921947349,93922822219,0.5955833333333334,True
566.0,1779147968615,1779165235614,172671,93922834174,93934733477,4.796388611111111,True
567.0,1779165251614,1779182608315,173568,93934741306,93944288155,4.821305833333334,True
568.0,1779182623714,1779184654115,20305,93944291763,93945729738,0.5640002777777777,True
569.0,1779184670114,1779185778814,11075,93945739923,93946277207,0.3079722222222222,True
570.0,1779185797414,1779192570314,67596,93946282304,93950188104,1.881361111111111,True
571.0,1779192587714,1779197894914,53060,93950194502,93953249281,1.4742222222222223,True
572.0,1779197912114,1779205793014,78810,93953266005,93962301115,2.189138888888889,True
573.0,1779205809915,1779207359014,15492,93962310510,93963412940,0.4303052777777778,True
574.0,1779207368314,1779207425915,577,93963418111,93963465676,0.016000277777777776,True
575.0,1779207447014,1779209351514,19046,93963473078,93964663395,0.5290277777777778,True
576.0,1779209371816,1779209652514,2808,93964675558,93964908934,0.07797166666666666,True
577.0,1779209673214,1779210450715,7776,93964924576,93965426410,0.2159725,True
578.0,1779210470615,1779212106814,16363,93965444025,93966486985,0.45449972222222224,True
579.0,1779212128514,1779213103614,9752,93966500359,93967222538,0.2708611111111111,True
580.0,1779213113914,1779214643715,15299,93967224419,93967953883,0.42494472222222224,True
581.0,1779214665414,1779215931814,12665,93967960210,93968716683,0.3517777777777778,True
582.0,1779215942214,1779217482314,15402,93968721342,93969483876,0.42780555555555555,True
583.0,1779217503814,1779219687614,21839,93969493016,93970640817,0.6066111111111111,True
584.0,1779219697714,1779220407315,7097,93970646146,93971028324,0.19711138888888888,True
585.0,1779220429014,1779221005014,5761,93971040712,93971345720,0.16,True
586.0,1779221027014,1779223447314,24204,93971361340,93972175735,0.6723055555555556,True
587.0,1779223469214,1779226170414,27013,93972180119,93972977830,0.7503333333333333,True
588.0,1779226181315,1779226685015,5038,93972980222,93973081728,0.13991666666666666,True
589.0,1779226709215,1779227638314,9292,93973086497,93973316313,0.25808305555555555,True
590.0,1779227669515,1779231830415,41610,93973321410,93975251824,1.1558055555555555,True
591.0,1779231851114,1779232466514,6155,93975256396,93975456264,0.17094444444444445,True
592.0,1779232488814,1779233758716,12700,93975460609,93975910169,0.35275055555555557,True
593.0,1779233779815,1779233959015,1793,93975916587,93975958153,0.049777777777777775,True
594.0,1779233981414,1779234162714,1814,93975968928,93976018631,0.05036111111111111,True
595.0,1779234184814,1779235199914,10152,93976025455,93976337541,0.28197222222222224,True
596.0,1779235214714,1779252403315,171887,93976351058,93986247975,4.774611388888889,True
597.0,1779252419414,1779260421114,80018,93986252985,93990083921,2.2226944444444445,True
598.0,1779260438114,1779269995915,95526,93990092303,93993801097,2.6549447222222224,True
599.0,1779270012914,1779272531414,25186,93993805408,93994605298,0.6995833333333333,True
600.0,1779272549614,1779274949914,24004,93994611155,93995408066,0.66675,True
601.0,1779274967214,1779278637214,36701,93995414064,93996540334,1.0194444444444444,True
602.0,1779278646814,1779287307614,86609,93996550872,94004272278,2.405777777777778,True
603.0,1779287326014,1779289926414,26005,94004292650,94006980609,0.7223333333333334,True
604.0,1779289945514,1779291446214,15008,94006996482,94009195128,0.4168611111111111,True
605.0,1779291465214,1779292592514,11274,94009213093,94010078595,0.3131388888888889,True
606.0,1779292610214,1779292918014,3079,94010086153,94010362475,0.0855,True
607.0,1779292936014,1779294198214,12623,94010371136,94011383781,0.3506111111111111,True
608.0,1779294207314,1779297859414,36522,94011391651,94014497572,1.0144722222222222,True
609.0,1779297882114,1779299063214,11812,94014515562,94015358084,0.32808333333333334,True
610.0,1779299089614,1779300055014,9655,94015363361,94015953137,0.26816666666666666,True
611.0,1779300065214,1779300447614,3825,94015965275,94016166615,0.10622222222222222,True
612.0,1779300457614,1779303722814,32653,94016172427,94017951144,0.907,True
613.0,1779303732414,1779304388614,6563,94017955631,94018299934,0.1822777777777778,True
614.0,1779304415714,1779305591914,11763,94018308386,94018902662,0.32672222222222225,True
615.0,1779305601514,1779306709514,11081,94018905126,94019471145,0.30777777777777776,True
616.0,1779306719214,1779306902714,1836,94019473898,94019567135,0.050972222222222224,True
617.0,1779306925614,1779307549814,6243,94019579582,94019994040,0.1733888888888889,True
618.0,1779307559414,1779309908214,23489,94019996132,94021384020,0.6524444444444445,True
619.0,1779309931414,1779310466214,5349,94021396655,94021616967,0.14855555555555555,True
620.0,1779310484715,1779314866414,43818,94021621477,94023137530,1.217138611111111,True
621.0,1779314876914,1779316265714,13889,94023142431,94024043999,0.3857777777777778,True
622.0,1779316283714,1779316666414,3828,94024051598,94024240688,0.10630555555555556,True
623.0,1779316694214,1779320146514,34524,94024257663,94025390847,0.9589722222222222,True
624.0,1779320169814,1779321276215,11065,94025398071,94025709983,0.3073336111111111,True
625.0,1779321299815,1779348390614,270907,94025717524,94038077829,7.525221944444445,True
626.0,1779348399914,1779350087914,16881,94038080306,94038660857,0.4688888888888889,True
627.0,1779350097014,1779354636214,45160,94038663350,94041103420,1.260888888888889,True
628.0,1779354645714,1779356666114,20048,94041106613,94041835104,0.5612222222222222,True
629.0,1779356681014,1779361919214,52383,94041841202,94045338417,1.4550555555555555,True
630.0,1779361933814,1779368687414,67537,94045343210,94048666079,1.876,True
631.0,1779368703914,1779368787414,836,94048672675,94048703979,0.023194444444444445,True
632.0,1779368803314,1779374125914,53227,94048710563,94055133472,1.4785,True
633.0,1779374145414,1779384406114,102608,94055152074,94063889204,2.8501944444444445,True
634.0,1779384429414,1779387960814,35315,94063919656,94067076577,0.9809444444444444,True
635.0,1779387984014,1779393281314,52974,94067088917,94070697805,1.4714722222222223,True
636.0,1779393300514,1779395507015,22066,94070727185,94071589075,0.6129169444444444,True
637.0,1779395531914,1779395734514,2027,94071593534,94071668176,0.05627777777777778,True
638.0,1779395755814,1779395934514,1788,94071675822,94071734210,0.04963888888888889,True
639.0,1779395955714,1779396634514,6789,94071737947,94071975002,0.18855555555555556,True
640.0,1779396655914,1779396834514,1787,94071983989,94072076698,0.04961111111111111,True
641.0,1779396855914,1779398161514,13057,94072081272,94072513449,0.3626666666666667,True
642.0,1779398183114,1779399188614,10056,94072517209,94072774161,0.27930555555555553,True
643.0,1779399210214,1779401789514,25794,94072778052,94073735536,0.7164722222222222,True
644.0,1779401798814,1779402364114,5654,94073736556,94073928835,0.15702777777777777,True
645.0,1779402385715,1779402791115,4055,94073932599,94074048383,0.1126111111111111,True
646.0,1779402812714,1779402991114,1785,94074051286,94074137328,0.049555555555555554,True
647.0,1779403012714,1779404120014,11074,94074145282,94074481876,0.3075833333333333,True
648.0,1779404141714,1779405312014,11704,94074493065,94074885833,0.32508333333333334,True
649.0,1779405321714,1779406360714,10391,94074890962,94075225724,0.2886111111111111,True
650.0,1779406382514,1779407999914,16175,94075231666,94075727642,0.4492777777777778,True
