start_position,origin_id,n_predictions,single_origin_sample,duration_ms
0,149936,1,1,94.9245739611797
1,149937,29,0,97.91742294328287
30,149966,1,1,93.91128295101225
31,149967,29,0,93.79276202525944
60,149996,1,1,93.37604901520535
61,149997,30,0,93.64826400997117
91,150027,1,1,93.08938501635566
92,150028,29,0,93.94569601863623
121,150057,1,1,93.33075297763571
122,150058,30,0,93.8425839995034
152,150088,1,1,93.23289099847898
153,150089,29,0,93.05627399589866
182,150118,1,1,93.32587401149794
183,150119,30,0,93.281242006924
213,150149,1,1,93.23797101387754
214,150150,29,0,93.67393096908927
243,150179,1,1,93.35002896841615
244,150180,30,0,93.1964439805597
274,150210,1,1,93.05231500184163
275,150211,29,0,93.17638602806255
304,150240,1,1,93.06788397952914
305,150241,30,0,93.02234998904169
335,150271,1,1,93.24253798695281
336,150272,29,0,97.271712962538
365,150301,1,1,94.55264202551916
366,150302,29,0,94.4160190410912
395,150331,1,1,93.57237099902704
396,150332,30,0,95.18052800558507
426,150362,1,1,96.15627099992707
427,150363,29,0,93.45091501018032
456,150392,1,1,93.02286995807663
457,150393,30,0,93.01955404225737
487,150423,1,1,93.1796120130457
488,150424,29,0,92.98169298563153
517,150453,1,1,93.27842498896644
518,150454,30,0,93.27420697081834
548,150484,1,1,93.38166599627584
549,150485,29,0,93.35503698093817
578,150514,1,1,92.99005899811164
579,150515,30,0,93.17089500837028
609,150545,1,1,93.18107296712697
610,150546,29,0,93.13658095197752
639,150575,1,1,93.23136700550094
640,150576,30,0,93.69047998916358
670,150606,1,1,93.52809796109796
671,150607,29,0,93.93479296704754
700,150636,1,1,93.82154303602874
701,150637,30,0,93.61600101692602
731,150667,1,1,93.46967999590561
732,150668,29,0,93.20597897749394
761,150697,1,1,93.3200009749271
762,150698,29,0,93.37761800270528
791,150727,1,1,93.3751129778102
792,150728,30,0,93.33066100953147
822,150758,1,1,93.39790494414046
823,150759,29,0,93.23346999008209
852,150788,1,1,93.6231539817527
853,150789,30,0,93.52091402979568
883,150819,1,1,93.53844699217007
884,150820,29,0,93.47313502803445
913,150849,1,1,93.33747299388051
914,150850,30,0,93.92722800839692
944,150880,1,1,93.32414797972888
945,150881,29,0,93.74504000879824
974,150910,1,1,93.39889598777518
975,150911,30,0,93.382004997693
1005,150941,1,1,93.45940902130678
1006,150942,29,0,93.44691602746025
1035,150971,1,1,93.42632698826492
1036,150972,30,0,93.79018400795758
1066,151002,1,1,93.37172703817487
1067,151003,29,0,93.26080000028014
1096,151032,1,1,93.27594802016392
1097,151033,29,0,93.05186197161674
1126,151062,1,1,93.25311600696295
1127,151063,30,0,93.1909600039944
1157,151093,1,1,93.26051903190091
1158,151094,29,0,93.54948601685464
1187,151123,1,1,93.36856001755223
1188,151124,30,0,93.495145032648
1218,151154,1,1,93.4110390371643
1219,151155,29,0,93.38672301964834
1248,151184,1,1,93.32351601915434
1249,151185,30,0,93.40073901694268
1279,151215,1,1,93.26689998852089
1280,151216,29,0,93.38002995355055
1309,151245,1,1,93.36458198959008
1310,151246,30,0,93.21644698502496
1340,151276,1,1,93.4452919755131
1341,151277,29,0,93.23998994659632
1370,151306,1,1,93.6948949820362
1371,151307,30,0,93.34111801581457
1401,151337,1,1,93.35551399271935
1402,151338,29,0,93.87372701894492
1431,151367,1,1,93.43128598993644
1432,151368,30,0,93.42311997897923
1462,151398,1,1,93.45462900819257
1463,151399,29,0,93.243105977308
1492,151428,1,1,93.46294403076172
1493,151429,29,0,93.16984994802624
1522,151458,1,1,93.41275098267943
1523,151459,30,0,93.32496800925583
1553,151489,1,1,95.02623800653964
1554,151490,29,0,106.04473197599873
1583,151519,1,1,94.03936401940882
1584,151520,30,0,93.25890400214121
1614,151550,1,1,93.17399701103568
1615,151551,29,0,93.37807499105111
1644,151580,1,1,93.50063401507214
1645,151581,30,0,93.85455102892593
1675,151611,1,1,93.3281029574573
1676,151612,29,0,93.32858404377475
1705,151641,1,1,93.30934897297993
1706,151642,30,0,92.71354100201279
1736,151672,1,1,93.42404996277764
1737,151673,29,0,93.04098895518109
1766,151702,1,1,93.3765530353412
1767,151703,30,0,93.25174102559686
1797,151733,1,1,93.27365102944896
1798,151734,29,0,93.20103703066707
1827,151763,1,1,93.34130701608956
1828,151764,30,0,93.12601701822132
1858,151794,1,1,93.41101598693058
1859,151795,29,0,93.1996229919605
1888,151824,1,1,93.52910501183942
1889,151825,29,0,93.13652600394562
1918,151854,1,1,93.38963602203876
1919,151855,30,0,92.9922079667449
1949,151885,1,1,93.40864204568788
1950,151886,29,0,93.17166096298024
1979,151915,1,1,93.75019604340196
1980,151916,30,0,93.38046901393682
2010,151946,1,1,93.40331197017804
2011,151947,29,0,95.8656850270927
2040,151976,1,1,93.30710303038359
2041,151977,30,0,93.22485903976485
2071,152007,1,1,93.39554596226662
2072,152008,29,0,92.94352697907016
2101,152037,1,1,93.29978900495917
2102,152038,30,0,92.99002296756953
2132,152068,1,1,93.33973203320056
2133,152069,29,0,93.25904300203547
2162,152098,1,1,93.24843401554972
2163,152099,30,0,93.2922349893488
2193,152129,1,1,93.33124704426154
2194,152130,29,0,93.17407495109364
2223,152159,1,1,93.54986198013648
2224,152160,29,0,93.23321399278939
2253,152189,1,1,93.41319801751524
2254,152190,30,0,93.96827896125615
2284,152220,1,1,93.71175296837464
2285,152221,29,0,93.47023500595242
2314,152250,1,1,93.63707504235208
2315,152251,30,0,93.25046598678455
2345,152281,1,1,94.01501598767936
2346,152282,29,0,93.55787700042129
2375,152311,1,1,93.4954610420391
2376,152312,30,0,93.32405199529603
2406,152342,1,1,93.39337103301659
2407,152343,29,0,93.2994470349513
2436,152372,1,1,93.44787197187543
2437,152373,30,0,93.45546597614884
2467,152403,1,1,93.53349101729691
2468,152404,29,0,93.25606597121805
2497,152433,1,1,93.54177699424326
2498,152434,30,0,93.22719200281426
2528,152464,1,1,94.15474504930899
2529,152465,29,0,93.93120900494978
2558,152494,1,1,93.47113501280546
2559,152495,30,0,93.36230298504233
2589,152525,1,1,93.33870903356001
2590,152526,29,0,93.72248197905719
2619,152555,1,1,94.18043197365478
2620,152556,29,0,93.30427600070834
2649,152585,1,1,93.42383802868426
2650,152586,30,0,93.58373400755227
2680,152616,1,1,93.54615397751331
2681,152617,29,0,93.33516302285716
2710,152646,1,1,93.99864397710189
2711,152647,30,0,93.50780304521322
2741,152677,1,1,93.45822100294754
2742,152678,29,0,93.27571099856868
2771,152707,1,1,93.81526295328513
2772,152708,30,0,93.3288509841077
2802,152738,1,1,93.42587098944932
2803,152739,29,0,93.50030799396336
2832,152768,1,1,93.6410499853082
2833,152769,30,0,93.2189259910956
2863,152799,1,1,93.64001802168787
2864,152800,29,0,93.45987299457192
2893,152829,1,1,93.50012801587582
2894,152830,30,0,93.33954897010699
2924,152860,1,1,93.61905895639211
2925,152861,29,0,93.8459899625741
2954,152890,1,1,93.64954504417256
2955,152891,30,0,93.43426499981433
2985,152921,1,1,93.42618996743113
2986,152922,29,0,93.32475200062618
3015,152951,1,1,93.50707102566957
3016,152952,29,0,93.66113599389791
3045,152981,1,1,93.63543801009655
3046,152982,30,0,93.44353200867772
3076,153012,1,1,93.4721149969846
3077,153013,29,0,93.53804803686216
3106,153042,1,1,93.65070599596947
3107,153043,30,0,93.36622804403305
3137,153073,1,1,93.53329800069332
3138,153074,29,0,93.68298598565161
3167,153103,1,1,93.93277100753039
3168,153104,30,0,93.59305899124593
3198,153134,1,1,93.64008600823581
3199,153135,29,0,93.83124101441354
3228,153164,1,1,93.47048198105767
3229,153165,30,0,93.52901997044683
3259,153195,1,1,93.651999020949
3260,153196,29,0,97.39023202564567
3289,153225,1,1,94.30715598864481
3290,153226,30,0,93.88909797417
3320,153256,1,1,93.71762099908665
3321,153257,29,0,93.81576196756214
3350,153286,1,1,93.99888198822737
3351,153287,29,0,93.7368450104259
3380,153316,1,1,93.50845095468685
3381,153317,30,0,93.78040704177693
3411,153347,1,1,93.47604098729789
3412,153348,29,0,93.51978299673647
3441,153377,1,1,93.90392497880384
3442,153378,30,0,93.77536701504141
3472,153408,1,1,93.67393801221624
3473,153409,29,0,93.65758899366483
3502,153438,1,1,93.47044100286439
3503,153439,30,0,93.56777096400037
3533,153469,1,1,93.45026197843254
3534,153470,29,0,93.57400197768584
