model,h,n,p95_ms,p99_ms,max_ms,mean_ms,shared,train_device,predict_device,lib_version,threads
autots_wr,1,1437,6.4945962,7.022717240000007,7.818779,6.0073772115518445,True,GPU,CPU,autots 1.0.4,lib_default
autots_wr,2,1437,6.4945962,7.022717240000007,7.818779,6.0073772115518445,True,GPU,CPU,autots 1.0.4,lib_default
autots_wr,3,1437,6.4945962,7.022717240000007,7.818779,6.0073772115518445,True,GPU,CPU,autots 1.0.4,lib_default
