model,fold,horizon_seconds,price,RMSE,MAE,R2,n,price_unit,rmse_gain_vs_e0,r2_os_vs_e0,e0_gain_status,inference_n_predictions,inference_n_calls,inference_single_n,inference_mean_ms,inference_p50_ms,inference_p95_ms,inference_p99_ms,inference_upper_bound_ms,inference_upper_bound_kind,inference_first_call_ms,inference_batch_p95_ms,inference_batch_p99_ms,inference_batch_max_ms,inference_total_seconds,inference_amortized_ms_per_prediction,inference_scope,inference_warmup_calls,inference_configured_batch_size,train_end,val_start,gap_days,duration_seconds,E0_RMSE,E0_MAE,E0_R2,E0_n,E0_price_unit
xgb,fold3,60,L2 mid,55.363178713903686,23.804843888146383,0.9761903718363649,31161,USDT,-0.022133157098391143,-0.044756190839924326,defined,31161,2047,1024,1.8523586716128193,1.8433459918014705,1.8709355033934116,1.8981996760703623,11.997531983070076,observed_max_not_hard_bound,11.997531983070076,2.127908682450652,2.252045121276751,11.997531983070076,4.041164594818838,0.12968661451233393,prepared input/context + scaling + transfers + predict + host log-return output,0,32,2023-10-14T23:59:59.893001+00:00,2023-10-15T23:59:59.893001+00:00,1,5.067073345184326,54.16435063222824,23.16707599242649,0.977210349771181,31161,USDT
