model,fold,horizon_seconds,price,RMSE,MAE,R2,n,price_unit,rmse_gain_vs_e0,r2_os_vs_e0,e0_gain_status,inference_n_predictions,inference_n_calls,inference_single_n,inference_mean_ms,inference_p50_ms,inference_p95_ms,inference_p99_ms,inference_upper_bound_ms,inference_upper_bound_kind,inference_first_call_ms,inference_batch_p95_ms,inference_batch_p99_ms,inference_batch_max_ms,inference_total_seconds,inference_amortized_ms_per_prediction,inference_scope,inference_warmup_calls,inference_configured_batch_size,train_end,val_start,gap_days,duration_seconds,E0_RMSE,E0_MAE,E0_R2,E0_n,E0_price_unit
tfm_zero_shot,fold5,60,L2 mid,25.916338081011272,17.34625019396754,0.9941424705117206,31388,USDT,-0.03701250036643944,-0.07539492591625452,defined,31388,2047,1024,81.18820839450791,81.07971449499018,82.01690050773323,83.13419103564229,87.9091490060091,observed_max_not_hard_bound,86.62934700259939,81.90937271574512,82.87172401556745,90.09575197705999,165.80110828892794,5.282308789630685,prepared input/context + scaling + transfers + predict + host log-return output,0,32,2023-10-18T23:59:59.893001+00:00,2023-10-19T23:59:59.893001+00:00,1,167.17414617538452,24.9913458823818,16.65378090353007,0.9945531363900674,31388,USDT
