ID,Model,ModelParameters,TransformationParameters,TransformationRuntime,FitRuntime,PredictRuntime,TotalRuntime,Ensemble,Exceptions,Runs,Generation,ValidationRound,ValidationStartDate,smape,mae,rmse,made,mage,mate,matse,underestimate,mle,overestimate,imle,spl,containment,contour,maxe,oda,dwae,mqae,ewmae,uwmse,smoothness,wasserstein,dwd,custom,smape_weighted,mae_weighted,rmse_weighted,made_weighted,mage_weighted,mate_weighted,matse_weighted,underestimate_weighted,mle_weighted,overestimate_weighted,imle_weighted,spl_weighted,containment_weighted,contour_weighted,maxe_weighted,oda_weighted,dwae_weighted,mqae_weighted,ewmae_weighted,uwmse_weighted,smoothness_weighted,wasserstein_weighted,dwd_weighted,custom_weighted,TotalRuntimeSeconds,Score
2bdac2373a37168a37e9a09a054c0b82,WindowRegression,"{""window_size"": 90, ""input_dim"": ""univariate"", ""output_dim"": ""forecast_length"", ""normalize_window"": false, ""max_windows"": 200000, ""fourier_encoding_components"": null, ""scale"": false, ""datepart_method"": null, ""regression_type"": ""User"", ""regression_model"": {""model"": ""LightGBM"", ""model_params"": {""objective"": ""regression"", ""learning_rate"": 0.01, ""num_leaves"": 70, ""max_depth"": 10, ""boosting_type"": ""dart"", ""n_estimators"": 50, ""linear_tree"": false, ""lambda_l1"": 0.0, ""lambda_l2"": 1, ""min_data_in_leaf"": 15, ""feature_fraction"": 0.5, ""max_bin"": 255, ""device_type"": ""cuda""}}}","{""fillna"": null, ""transformations"": {""0"": null}, ""transformation_params"": {""0"": {}}}",0 days 00:00:00.000206,0 days 00:00:01.084859,0 days 00:00:00.170697,0 days 00:00:01.294499,0,,1,0,1,2023-10-14 22:56:00,0.004365827818125751,1.172608692857466,1.946809410300916,0.13709347676951697,1.172608692857466,15.940053524325776,9.272875129879167e-06,-45.4935049336018,0.9471970805204608,29.553451409276022,0.8223764092274983,9.23950428512698,1.0,0.40625,7.708298230103537,1.0,1.0448832397090335,0.6335187616428071,4.099002903273987,0.60156355217216,1.2027595835179055,1.287801182888659,0.1272113984069762,0.0,0.004365827818125751,1.172608692857466,1.946809410300916,0.13709347676951697,1.172608692857466,15.940053524325776,9.272875129879167e-06,-45.4935049336018,0.9471970805204608,29.553451409276022,0.8223764092274983,9.23950428512698,1.0,0.40625,7.708298230103537,1.0,1.0448832397090335,0.6335187616428071,4.099002903273987,0.60156355217216,1.2027595835179055,1.287801182888659,0.1272113984069762,0.0,1.2945,1.0
27d05e3a05e1f9e5ed13a6d16ac8b120,WindowRegression,"{""window_size"": 90, ""input_dim"": ""univariate"", ""output_dim"": ""forecast_length"", ""normalize_window"": false, ""max_windows"": 200000, ""fourier_encoding_components"": null, ""scale"": false, ""datepart_method"": null, ""regression_type"": ""User"", ""regression_model"": {""model"": ""LightGBM"", ""model_params"": {""objective"": ""regression"", ""learning_rate"": 0.01, ""num_leaves"": 70, ""max_depth"": 10, ""boosting_type"": ""dart"", ""n_estimators"": 50, ""linear_tree"": false, ""lambda_l1"": 0.0, ""lambda_l2"": 1, ""min_data_in_leaf"": 15, ""feature_fraction"": 0.5, ""max_bin"": 255, ""device_type"": ""cuda""}}}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": null}, ""transformation_params"": {""0"": {}}}",0 days 00:00:00.000198,0 days 00:00:01.083605,0 days 00:00:00.171104,0 days 00:00:01.293700,0,,1,0,1,2023-10-14 22:56:00,0.004365827818157773,1.1726086928660493,1.9468094103259626,0.13709347676267858,1.1726086928660493,15.94005354109322,9.272875139633363e-06,-45.49350494226019,0.9471970805788774,29.553451401166967,0.8223764091790904,9.23950428512698,1.0,0.40625,7.708298230329092,1.0,1.044883239709355,0.6335187616476576,4.099002903220446,0.601563552151571,1.2027595834428144,1.2878011836100711,0.12721139815451651,0.0,0.004365827818157773,1.1726086928660493,1.9468094103259626,0.13709347676267858,1.1726086928660493,15.94005354109322,9.272875139633363e-06,-45.49350494226019,0.9471970805788774,29.553451401166967,0.8223764091790904,9.23950428512698,1.0,0.40625,7.708298230329092,1.0,1.044883239709355,0.6335187616476576,4.099002903220446,0.601563552151571,1.2027595834428144,1.2878011836100711,0.12721139815451651,0.0,1.2937,1.0000000000128655
af4957c7902787e6e05df783721243cf,WindowRegression,"{""window_size"": 90, ""input_dim"": ""univariate"", ""output_dim"": ""forecast_length"", ""normalize_window"": false, ""max_windows"": 200000, ""fourier_encoding_components"": null, ""scale"": false, ""datepart_method"": null, ""regression_type"": ""User"", ""regression_model"": {""model"": ""LightGBM"", ""model_params"": {""objective"": ""regression"", ""learning_rate"": 0.01, ""num_leaves"": 70, ""max_depth"": 10, ""boosting_type"": ""dart"", ""n_estimators"": 50, ""linear_tree"": false, ""lambda_l1"": 0.0, ""lambda_l2"": 1, ""min_data_in_leaf"": 15, ""feature_fraction"": 0.5, ""max_bin"": 255, ""device_type"": ""cuda""}}}","{""fillna"": null, ""transformations"": {}, ""transformation_params"": {}}",0 days 00:00:00.000189,0 days 00:00:01.083584,0 days 00:00:00.171532,0 days 00:00:01.294146,0,,1,0,1,2023-10-14 22:56:00,0.0043658278181972375,1.172608692876679,1.9468094103499196,0.13709347677305406,1.172608692876679,15.940053525155236,9.272875130361692e-06,-45.493504934631346,0.9471970805248313,29.55345140947611,0.8223764092339136,9.23950428512698,1.0,0.40625,7.708298230179935,1.0,1.0448832397097532,0.6335187616578979,4.09900290323108,0.6015635521400723,1.20275958357948,1.2878011827684468,0.12721139857396277,0.0,0.0043658278181972375,1.172608692876679,1.9468094103499196,0.13709347677305406,1.172608692876679,15.940053525155236,9.272875130361692e-06,-45.493504934631346,0.9471970805248313,29.55345140947611,0.8223764092339136,9.23950428512698,1.0,0.40625,7.708298230179935,1.0,1.0448832397097532,0.6335187616578979,4.09900290323108,0.6015635521400723,1.20275958357948,1.2878011827684468,0.12721139857396277,0.0,1.2941,1.0000000000251712
ed15f8d1ee97ca1df6dafd4c7d239672,WindowRegression,"{""window_size"": 90, ""input_dim"": ""univariate"", ""output_dim"": ""forecast_length"", ""normalize_window"": false, ""max_windows"": 200000, ""fourier_encoding_components"": null, ""scale"": false, ""datepart_method"": null, ""regression_type"": ""User"", ""regression_model"": {""model"": ""LightGBM"", ""model_params"": {""objective"": ""regression"", ""learning_rate"": 0.01, ""num_leaves"": 70, ""max_depth"": 10, ""boosting_type"": ""dart"", ""n_estimators"": 50, ""linear_tree"": false, ""lambda_l1"": 0.0, ""lambda_l2"": 1, ""min_data_in_leaf"": 15, ""feature_fraction"": 0.5, ""max_bin"": 255, ""device_type"": ""cuda""}}}","{""fillna"": ""ffill"", ""transformations"": {""0"": null}, ""transformation_params"": {""0"": {}}}",0 days 00:00:00.000208,0 days 00:00:01.083381,0 days 00:00:00.171287,0 days 00:00:01.293641,0,,1,0,1,2023-10-14 22:56:00,0.004365827818070861,1.1726086928427435,1.9468094103610314,0.13709347677594158,1.1726086928427435,15.940053516042099,9.272875125060268e-06,-45.49350492898884,0.9471970804827535,29.553451412946742,0.8223764092239572,9.23950428512698,1.0,0.40625,7.708298229903448,1.0,1.044883239708482,0.6335187616075052,4.09900290328092,0.6015635521726135,1.2027595835506453,1.2878011825437499,0.12721139842283755,0.0,0.004365827818070861,1.1726086928427435,1.9468094103610314,0.13709347677594158,1.1726086928427435,15.940053516042099,9.272875125060268e-06,-45.49350492898884,0.9471970804827535,29.553451412946742,0.8223764092239572,9.23950428512698,1.0,0.40625,7.708298229903448,1.0,1.044883239708482,0.6335187616075052,4.09900290328092,0.6015635521726135,1.2027595835506453,1.2878011825437499,0.12721139842283755,0.0,1.2936,1.000000000030879
993994960d00caf37e919fc6fdd3ea6b,WindowRegression,"{""window_size"": 90, ""input_dim"": ""univariate"", ""output_dim"": ""forecast_length"", ""normalize_window"": false, ""max_windows"": 200000, ""fourier_encoding_components"": null, ""scale"": false, ""datepart_method"": null, ""regression_type"": ""User"", ""regression_model"": {""model"": ""LightGBM"", ""model_params"": {""objective"": ""regression"", ""learning_rate"": 0.01, ""num_leaves"": 70, ""max_depth"": 10, ""boosting_type"": ""dart"", ""n_estimators"": 50, ""linear_tree"": false, ""lambda_l1"": 0.0, ""lambda_l2"": 1, ""min_data_in_leaf"": 15, ""feature_fraction"": 0.5, ""max_bin"": 255, ""device_type"": ""cuda""}}}","{""fillna"": ""time"", ""transformations"": {""0"": null}, ""transformation_params"": {""0"": {}}}",0 days 00:00:00.000197,0 days 00:00:01.094267,0 days 00:00:00.172056,0 days 00:00:01.305459,0,,1,0,1,2023-10-14 22:56:00,0.004365827818905635,1.172608693066934,1.9468094104629328,0.13709347677408182,1.172608693066934,15.940053557085776,9.27287514893678e-06,-45.493504956684774,0.9471970807979746,29.553451399599,0.8223764092961221,9.23950428512698,1.0,0.40625,7.708298230536457,1.0,1.0448832397168788,0.6335187618381126,4.099002903791657,0.601563552137611,1.2027595835446379,1.2878011842583519,0.1272113983682995,0.0,0.004365827818905635,1.172608693066934,1.9468094104629328,0.13709347677408182,1.172608693066934,15.940053557085776,9.27287514893678e-06,-45.493504956684774,0.9471970807979746,29.553451399599,0.8223764092961221,9.23950428512698,1.0,0.40625,7.708298230536457,1.0,1.0448832397168788,0.6335187618381126,4.099002903791657,0.601563552137611,1.2027595835446379,1.2878011842583519,0.1272113983682995,0.0,1.3055,1.0000000000832217
e7c9e40538638d03b66b3d2f031253e8,WindowRegression,"{""window_size"": 5, ""input_dim"": ""univariate"", ""output_dim"": ""forecast_length"", ""normalize_window"": false, ""max_windows"": 200000, ""fourier_encoding_components"": null, ""scale"": false, ""datepart_method"": null, ""regression_type"": ""User"", ""regression_model"": {""model"": ""xgboost"", ""model_params"": {""booster"": ""gbtree"", ""objective"": ""reg:squarederror"", ""max_depth"": 3, ""eta"": 0.01, ""min_child_weight"": 1, ""subsample"": 1, ""colsample_bylevel"": 1, ""reg_alpha"": 100, ""reg_lambda"": 1, ""n_estimators"": 100, ""tree_method"": ""hist"", ""device"": ""cuda""}}}","{""fillna"": ""rolling_mean"", ""transformations"": {""0"": null}, ""transformation_params"": {""0"": {}}}",0 days 00:00:00.000207,0 days 00:00:00.047638,0 days 00:00:00.174754,0 days 00:00:00.262390,0,,1,0,1,2023-10-14 22:56:00,0.004224853994612738,1.134743011770695,1.9519036502611287,0.13524505957269597,1.134743011770695,13.84780967342158,8.055745216163099e-06,-43.23568121337303,0.9089978974609849,29.387871539951448,0.7869321990574136,9.23950428512698,1.0,0.34375,7.59023789040657,1.0,1.0434640428071145,0.5846510045639325,3.9415314557762136,0.6102309965293989,1.1808879070845244,1.2271769671587676,0.09382786778662879,0.0,0.004224853994612738,1.134743011770695,1.9519036502611287,0.13524505957269597,1.134743011770695,13.84780967342158,8.055745216163099e-06,-43.23568121337303,0.9089978974609849,29.387871539951448,0.7869321990574136,9.23950428512698,1.0,0.34375,7.59023789040657,1.0,1.0434640428071145,0.5846510045639325,3.9415314557762136,0.6102309965293989,1.1808879070845244,1.2271769671587676,0.09382786778662879,0.0,0.2624,1.0026167122129461
71986e2c58b479ec429726e704873db7,WindowRegression,"{""window_size"": 20, ""input_dim"": ""univariate"", ""output_dim"": ""forecast_length"", ""normalize_window"": false, ""max_windows"": 200000, ""fourier_encoding_components"": null, ""scale"": false, ""datepart_method"": null, ""regression_type"": ""User"", ""regression_model"": {""model"": ""xgboost"", ""model_params"": {""booster"": ""gbtree"", ""objective"": ""reg:squarederror"", ""max_depth"": 9, ""eta"": 0.3, ""min_child_weight"": 2, ""subsample"": 1, ""colsample_bylevel"": 0.9, ""reg_alpha"": 100, ""reg_lambda"": 1, ""n_estimators"": 10, ""tree_method"": ""hist"", ""device"": ""cuda""}}}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": null}, ""transformation_params"": {""0"": {}}}",0 days 00:00:00.000205,0 days 00:00:00.022807,0 days 00:00:00.169233,0 days 00:00:00.231173,0,,1,0,1,2023-10-14 22:56:00,0.004227090535871889,1.1353436974292777,1.9520292638177463,0.13524643954006715,1.1353436974292777,13.9201782162163,8.097844476347053e-06,-43.291087425845035,0.9097554249769957,29.370909209628735,0.787298863745501,9.23950428512698,1.0,0.34375,7.5913682358004735,1.0,1.043486571432545,0.5853210685374372,3.9439393459990413,0.6101932422343103,1.1808823776598634,1.2300533240010572,0.09391646100341744,0.0,0.004227090535871889,1.1353436974292777,1.9520292638177463,0.13524643954006715,1.1353436974292777,13.9201782162163,8.097844476347053e-06,-43.291087425845035,0.9097554249769957,29.370909209628735,0.787298863745501,9.23950428512698,1.0,0.34375,7.5913682358004735,1.0,1.043486571432545,0.5853210685374372,3.9439393459990413,0.6101932422343103,1.1808823776598634,1.2300533240010572,0.09391646100341744,0.0,0.2312,1.0026812349936318
06e0de550297f1c34ef19b1be21b8415,WindowRegression,"{""window_size"": 10, ""input_dim"": ""univariate"", ""output_dim"": ""forecast_length"", ""normalize_window"": false, ""max_windows"": 200000, ""fourier_encoding_components"": null, ""scale"": false, ""datepart_method"": null, ""regression_type"": ""User"", ""regression_model"": {""model"": ""LightGBM"", ""model_params"": {""objective"": ""regression"", ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 5, ""boosting_type"": ""gbdt"", ""n_estimators"": 100, ""linear_tree"": false, ""lambda_l1"": 1, ""lambda_l2"": 0.0, ""min_data_in_leaf"": 30, ""feature_fraction"": 1.0, ""max_bin"": 255, ""device_type"": ""cuda""}}}","{""fillna"": null, ""transformations"": {""0"": null}, ""transformation_params"": {""0"": {}}}",0 days 00:00:00.000206,0 days 00:00:00.122505,0 days 00:00:00.170513,0 days 00:00:00.331315,0,,1,0,1,2023-10-14 22:56:00,0.004227704839329766,1.1355086857860783,1.9520638789276283,0.13524681857117143,1.1355086857860783,13.940055446164479,8.109407741862824e-06,-43.306305668236746,0.9099634817533419,29.366250222072267,0.7873994717109412,9.23950428512698,1.0,0.34375,7.591678704058722,1.0,1.0434927592109495,0.585505112808042,3.944600713296628,0.6101829343416478,1.18088085890563,1.2308433634696043,0.09394079461174527,0.0,0.004227704839329766,1.1355086857860783,1.9520638789276283,0.13524681857117143,1.1355086857860783,13.940055446164479,8.109407741862824e-06,-43.306305668236746,0.9099634817533419,29.366250222072267,0.7873994717109412,9.23950428512698,1.0,0.34375,7.591678704058722,1.0,1.0434927592109495,0.585505112808042,3.944600713296628,0.6101829343416478,1.18088085890563,1.2308433634696043,0.09394079461174527,0.0,0.3313,1.002699015424371
3df6a4a61cdf53b073fe125e1463c7e3,WindowRegression,"{""window_size"": 10, ""input_dim"": ""univariate"", ""output_dim"": ""forecast_length"", ""normalize_window"": false, ""max_windows"": 200000, ""fourier_encoding_components"": null, ""scale"": false, ""datepart_method"": null, ""regression_type"": ""User"", ""regression_model"": {""model"": ""LightGBM"", ""model_params"": {""objective"": ""regression"", ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 5, ""boosting_type"": ""gbdt"", ""n_estimators"": 100, ""linear_tree"": false, ""lambda_l1"": 1, ""lambda_l2"": 0.0, ""min_data_in_leaf"": 30, ""feature_fraction"": 1.0, ""max_bin"": 255, ""device_type"": ""cuda""}}}","{""fillna"": null, ""transformations"": {}, ""transformation_params"": {}}",0 days 00:00:00.000194,0 days 00:00:00.123019,0 days 00:00:00.170827,0 days 00:00:00.332141,0,,1,0,1,2023-10-14 22:56:00,0.004227704839329766,1.1355086857860783,1.9520638789276283,0.13524681857117143,1.1355086857860783,13.940055446164479,8.109407741862824e-06,-43.306305668236746,0.9099634817533419,29.366250222072267,0.7873994717109412,9.23950428512698,1.0,0.34375,7.591678704058722,1.0,1.0434927592109495,0.585505112808042,3.944600713296628,0.6101829343416478,1.18088085890563,1.2308433634696043,0.09394079461174527,0.0,0.004227704839329766,1.1355086857860783,1.9520638789276283,0.13524681857117143,1.1355086857860783,13.940055446164479,8.109407741862824e-06,-43.306305668236746,0.9099634817533419,29.366250222072267,0.7873994717109412,9.23950428512698,1.0,0.34375,7.591678704058722,1.0,1.0434927592109495,0.585505112808042,3.944600713296628,0.6101829343416478,1.18088085890563,1.2308433634696043,0.09394079461174527,0.0,0.3321,1.002699015424371
f23200d1504deecc9146760fccbdf465,WindowRegression,"{""window_size"": 5, ""input_dim"": ""univariate"", ""output_dim"": ""forecast_length"", ""normalize_window"": false, ""max_windows"": 200000, ""fourier_encoding_components"": null, ""scale"": false, ""datepart_method"": null, ""regression_type"": ""User"", ""regression_model"": {""model"": ""xgboost"", ""model_params"": {""booster"": ""gbtree"", ""objective"": ""reg:squarederror"", ""max_depth"": 3, ""eta"": 0.003, ""min_child_weight"": 1, ""subsample"": 1, ""colsample_bylevel"": 0.5, ""reg_alpha"": 0, ""reg_lambda"": 1, ""tree_method"": ""hist"", ""device"": ""cuda""}}}","{""fillna"": null, ""transformations"": {}, ""transformation_params"": {}}",0 days 00:00:00.000194,0 days 00:00:00.087199,0 days 00:00:00.180622,0 days 00:00:00.307675,0,,1,0,1,2023-10-14 22:56:00,0.0046096796876622876,1.2381009143521737,1.9648077306446818,0.13793880310414677,1.2381009143521737,23.37686060319902,1.3599120540671155e-05,-51.30765956086907,1.0270449386385423,27.93079895767005,0.8578519117295071,9.23950428512698,1.0,0.34375,7.886601351296122,1.0,1.0473333333722428,0.7043406075782614,4.367261219913212,0.597364558278516,1.210430354543656,1.5634930958436561,0.15232489359694001,0.0,0.0046096796876622876,1.2381009143521737,1.9648077306446818,0.13793880310414677,1.2381009143521737,23.37686060319902,1.3599120540671155e-05,-51.30765956086907,1.0270449386385423,27.93079895767005,0.8578519117295071,9.23950428512698,1.0,0.34375,7.886601351296122,1.0,1.0473333333722428,0.7043406075782614,4.367261219913212,0.597364558278516,1.210430354543656,1.5634930958436561,0.15232489359694001,0.0,0.3077,1.009245034592772
