model,fold,horizon_seconds,price,RMSE,MAE,R2,n,price_unit,rmse_gain_vs_e0,r2_os_vs_e0,e0_gain_status,inference_n_predictions,inference_n_calls,inference_single_n,inference_mean_ms,inference_p50_ms,inference_p95_ms,inference_p99_ms,inference_upper_bound_ms,inference_upper_bound_kind,inference_first_call_ms,inference_batch_p95_ms,inference_batch_p99_ms,inference_batch_max_ms,inference_total_seconds,inference_amortized_ms_per_prediction,inference_scope,inference_warmup_calls,inference_configured_batch_size,train_end,val_start,gap_days,duration_seconds,E0_RMSE,E0_MAE,E0_R2,E0_n,E0_price_unit
lstm,fold4,120,L2 mid,49.389667219173575,26.142486120183925,0.9227498367424714,25130,USDT,-0.8206187320300797,-2.314652567418815,defined,25130,2047,1024,0.33635818800803463,0.33495150273665786,0.34818846615962684,0.36158939707092935,1.182244042865932,observed_max_not_hard_bound,0.4248589975759387,0.5248610046692193,0.5336660135071725,1.3575500342994928,0.8648968609631993,0.03441690652460005,prepared input/context + scaling + transfers + predict + host log-return output,0,32,2023-10-16T23:59:59.893001+00:00,2023-10-17T23:59:59.893001+00:00,1,14.504351139068604,27.127957298396936,17.773247711898218,0.97669434075328,25130,USDT
