configuration,n_ext,rmse_mean,MedianGain_prune_vs_unprune,WinRate,P10Gain,WorstGain,eps,win
unprune,40,"[[44.9181, 62.5077, 76.0915], [51.2361, 70.4249, 84.1386], [57.6908, 82.7072, 101.5394], [84.9273, 117.0248, 143.4578], [102.0693, 131.52, 150.6821]]",,,,,,
prune,11,"[[44.9411, 62.5838, 75.9911], [51.2578, 70.2666, 84.0746], [57.7103, 82.4739, 100.6377], [84.8204, 117.1262, 143.1582], [101.528, 131.3546, 151.6942]]",0.12577344086703857,0.6,-0.10770571203428947,-0.671705086959018,0.28216933175893627,prune
