configuration,n_ext,rmse_mean,MedianGain_prune_vs_unprune,WinRate,P10Gain,WorstGain,eps,win
unprune,0,"[[45.6344, 63.6964, 77.5673], [52.0258, 71.9323, 86.3131], [58.2727, 84.3594, 102.6264], [87.1086, 120.1936, 147.2516], [103.3938, 132.8573, 152.4506]]",,,,,,
prune,0,"[[45.6344, 63.6964, 77.5673], [52.0258, 71.9323, 86.3131], [58.2727, 84.3594, 102.6264], [87.1086, 120.1936, 147.2516], [103.3938, 132.8573, 152.4506]]",0.0,0.0,0.0,0.0,0.005,prune
