col,base,lag,PI_h1,PI_h2,PI_h3,SA_gain_e0_h1,SA_gain_e0_h2,SA_gain_e0_h3,SA_gain_b0306_h1,SA_gain_b0306_h2,SA_gain_b0306_h3,MI_minus_null_h1,MI_minus_null_h2,MI_minus_null_h3,PI_plus,SA_plus,MI_plus,keep_R1,keep_R2,keep_R3,keep_R4
fine:t-16m:return5,return5,t-16m,0.0,0.0027215959116044055,0.0,-0.04552135918436395,0.04509382879201995,-0.04841140717273262,-0.28293128268774836,0.06579367336873032,0.012439268674979687,0.026435759828372873,0.02145536889034627,0.021330763716194134,False,False,True,True,False,False,False
fine:t-16m:candle_return,candle_return,t-16m,0.0,0.0,0.0,-0.01697313430524261,-0.034619614844300095,-0.06017512795462032,-0.007323282125537567,0.021825687492538215,0.0014953474858470095,0.033355966631742895,0.015599995232736141,0.01923463425796257,False,False,True,True,False,False,False
fine:t-16m:log_range,log_range,t-16m,0.002309202895010761,0.0,0.0,0.017906132522438334,0.10452125269250212,0.018932660677573043,-0.04628801613353328,0.09919138834767471,0.07816367032970062,0.054159456845906284,0.02577787745650184,0.03349814300531495,False,True,True,True,True,False,True
fine:t-16m:body_over_range,body_over_range,t-16m,-7.858856911013845e-05,0.0,0.0,-0.013288101667674468,-0.01671711816124688,-0.013497455236266553,-0.0036386050278336413,0.05718556105224204,0.019484103402045427,0.029210386681659983,0.01594065238218967,0.019756676252161043,False,False,True,True,False,False,False
fine:t-16m:close_position,close_position,t-16m,-2.6837986344692883e-05,0.0,0.0,-0.02735046127884111,-0.019987597491333275,-0.020052256723990247,-0.017699607872367906,0.04812410632961672,0.007952102918551418,0.0172851027485188,0.01776000814985501,0.010790791149505985,False,False,True,True,False,False,False
fine:t-16m:upper_wick,upper_wick,t-16m,-0.0011394796351851255,0.0,0.0,-0.0220717834835904,0.013482079304016903,-0.055451772198811256,-0.0124214393752764,0.059790757353872515,0.027816333707630925,0.018752681794143022,0.01843651560384263,0.022446115970537583,False,False,True,True,False,False,False
fine:t-16m:lower_wick,lower_wick,t-16m,-0.0019005671199607832,0.0,0.0,-0.012722644941898231,-0.01848818887320025,-0.028165107530186972,-0.007415503124108547,0.04933696085200889,0.07072961492060603,0.017399116318252972,0.0290804743357147,0.010270300253576448,False,False,True,True,False,False,False
fine:t-16m:log_volume_delta,log_volume_delta,t-16m,0.00030509410960869826,0.0,0.0,-0.022786023425247492,-0.054250894993512766,-0.06234811056247125,-0.013135610405523579,-0.03586610645085475,0.01705370577802512,0.0,0.0,0.005092984133021616,False,False,False,False,False,False,False
fine:t-16m:relative_log_volume60,relative_log_volume60,t-16m,0.000555056541924633,0.0,0.0,-0.04373872052063632,-0.022105816972728398,-0.050770124454824206,-0.034086285939749494,-0.0222122847759465,0.019324517907370886,-0.0008450902953640593,0.002394532183827458,0.0,False,False,False,False,False,False,False
fine:t-16m:volume_z60,volume_z60,t-16m,-0.005624143169993563,-0.0006819761949283057,0.0,-0.006449695726584714,-0.0399487086898187,-0.0328335112864675,-0.0175855303963246,0.05782066846923284,0.10215573951041224,-0.0048646548126072275,-0.002362850204699285,0.0034299893223384004,False,False,False,False,False,False,False
