exp_id,timestamp,step,model,dataset_label,config_hash,seed,colset,n_cols,rounds,base,MedianGain,WinRate,P10Gain,WorstGain,rmse_cells,mae_cells,e0_cells,gain_cells,train_device,decision,note
20260901_000600_loop_tfm_b0_vwap_amt_gap_1,2026-09-01T00:06:00,loop,tfm_b0,btc_1min_15d_2026-01-18_02-02,2f570535e50f,8587,vwap_amt_gap_1,73,,S_m,-0.5026701094232644,0.0,-1.4613615466146168,-2.0144016875433657,"[[49.2188, 73.2097, 95.5246], [56.4538, 82.856, 106.7375], [62.9575, 97.6542, 125.5474], [100.8669, 155.7521, 209.5553], [116.1197, 169.5726, 220.3861]]","[[33.678, 51.7949, 68.777], [39.8292, 59.1436, 76.9579], [42.1664, 67.7373, 88.3823], [65.1873, 100.9654, 135.6526], [62.9304, 100.1686, 134.6585]]","[[44.9298, 62.5172, 76.0496], [51.2617, 70.5046, 84.2636], [57.1756, 82.0614, 100.5368], [84.8725, 116.8346, 143.1304], [102.4264, 131.5342, 150.1936]]","[[-0.2343, -0.4501, -0.6328], [-0.2261, -0.3257, -0.4871], [-0.0895, -1.1308, -1.3513], [-1.0046, -1.5347, -2.0144], [-0.5027, -0.4293, -0.7459]]",GPU,DROP,
20260901_004304_loop_tfm_b0_vwap_amt_gap_15,2026-09-01T00:43:04,loop,tfm_b0,btc_1min_15d_2026-01-18_02-02,2f570535e50f,8587,vwap_amt_gap_15,73,,S_m,-0.6093499776534506,0.0,-1.157553724095206,-1.615367684290803,"[[49.1826, 73.3138, 95.8816], [56.5485, 83.0902, 106.9744], [63.1321, 96.8693, 123.9601], [100.4642, 154.687, 207.1182], [116.3602, 170.9696, 222.288]]","[[33.6711, 51.8649, 68.78], [39.8657, 59.2507, 77.2026], [42.2229, 67.3024, 87.4014], [65.7514, 102.4437, 138.4536], [63.0768, 100.9202, 135.9433]]","[[44.9298, 62.5172, 76.0496], [51.2617, 70.5046, 84.2636], [57.1756, 82.0614, 100.5368], [84.8725, 116.8346, 143.1304], [102.4264, 131.5342, 150.1936]]","[[-0.1604, -0.593, -1.0089], [-0.3942, -0.6093, -0.7102], [-0.3671, -0.318, -0.07], [-0.6013, -0.8404, -0.828], [-0.7108, -1.2567, -1.6154]]",GPU,DROP,
20260901_012213_loop_tfm_b0_vwap_amt_gap_60,2026-09-01T01:22:13,loop,tfm_b0,btc_1min_15d_2026-01-18_02-02,2f570535e50f,8587,vwap_amt_gap_60,73,,S_m,-1.100648112853686,0.0,-2.2503962031925218,-2.777139950011453,"[[49.3775, 73.5147, 95.9687], [56.5809, 83.3117, 107.4786], [63.2404, 97.1154, 124.6288], [101.5652, 157.4089, 211.1221], [116.8294, 171.1007, 221.2832]]","[[33.7671, 51.7237, 68.8204], [39.7982, 59.294, 77.1902], [42.4693, 67.9378, 88.3291], [65.8057, 102.6528, 138.8162], [62.7723, 100.2805, 135.3006]]","[[44.9298, 62.5172, 76.0496], [51.2617, 70.5046, 84.2636], [57.1756, 82.0614, 100.5368], [84.8725, 116.8346, 143.1304], [102.4264, 131.5342, 150.1936]]","[[-0.5573, -0.8686, -1.1006], [-0.4517, -0.8775, -1.1848], [-0.5393, -0.5729, -0.6098], [-1.7038, -2.6148, -2.7771], [-1.1169, -1.3343, -1.156]]",GPU,DROP,
20260901_020227_loop_tfm_b0_vwap_amt_gap_240,2026-09-01T02:02:27,loop,tfm_b0,btc_1min_15d_2026-01-18_02-02,2f570535e50f,8587,vwap_amt_gap_240,73,,S_m,-0.7990193102526799,0.2,-1.2517447923339595,-1.319423480550741,"[[49.3504, 73.5683, 96.0532], [56.2494, 82.4496, 105.9848], [63.3255, 97.5421, 125.4753], [100.5245, 155.0213, 208.1277], [116.1407, 170.1969, 220.558]]","[[34.0545, 52.2609, 69.7306], [39.5494, 58.9063, 76.5829], [42.436, 68.2753, 89.1995], [65.7568, 102.7194, 138.5768], [62.7031, 100.4037, 134.9073]]","[[44.9298, 62.5172, 76.0496], [51.2617, 70.5046, 84.2636], [57.1756, 82.0614, 100.5368], [84.8725, 116.8346, 143.1304], [102.4264, 131.5342, 150.1936]]","[[-0.5021, -0.9422, -1.1896], [0.1368, 0.1664, 0.2215], [-0.6745, -1.0148, -1.2932], [-0.6617, -1.0583, -1.3194], [-0.5208, -0.799, -0.8245]]",GPU,DROP,
20260901_024437_loop_tfm_b0_ret_60,2026-09-01T02:44:37,loop,tfm_b0,btc_1min_15d_2026-01-18_02-02,2f570535e50f,8587,ret_60,73,,S_m,-0.400602200147615,0.0666666666666666,-1.5966786204497208,-1.787370919150777,"[[49.1523, 72.9347, 94.9741], [56.3213, 82.6805, 106.4169], [63.235, 97.457, 125.5616], [101.0798, 156.0863, 209.0889], [115.8518, 169.5241, 219.8066]]","[[33.6487, 51.4332, 68.2416], [39.6493, 58.7587, 76.4765], [42.2753, 67.5814, 88.0828], [65.7638, 102.3233, 137.8528], [62.8961, 100.4586, 135.3588]]","[[44.9298, 62.5172, 76.0496], [51.2617, 70.5046, 84.2636], [57.1756, 82.0614, 100.5368], [84.8725, 116.8346, 143.1304], [102.4264, 131.5342, 150.1936]]","[[-0.0988, -0.0728, -0.0528], [0.0091, -0.1133, -0.1854], [-0.5306, -0.9267, -1.3628], [-1.2178, -1.7526, -1.7874], [-0.2707, -0.4006, -0.481]]",GPU,DROP,
20260901_032431_loop_tfm_b0_ret_240,2026-09-01T03:24:31,loop,tfm_b0,btc_1min_15d_2026-01-18_02-02,2f570535e50f,8587,ret_240,73,,S_m,-0.2419655114941354,0.3333333333333333,-1.4743135656031647,-2.6493230598022555,"[[49.2315, 73.2707, 95.6829], [56.3659, 82.8298, 106.4771], [63.5554, 98.2654, 127.1553], [99.9077, 153.3393, 205.3066], [114.2806, 166.0578, 215.9004]]","[[33.9161, 52.2104, 69.1163], [39.8012, 59.3476, 77.4611], [42.5671, 68.4092, 89.7716], [65.5191, 101.2464, 136.732], [62.7545, 99.7937, 135.0468]]","[[44.9298, 62.5172, 76.0496], [51.2617, 70.5046, 84.2636], [57.1756, 82.0614, 100.5368], [84.8725, 116.8346, 143.1304], [102.4264, 131.5342, 150.1936]]","[[-0.26, -0.5339, -0.7995], [-0.0701, -0.294, -0.242], [-1.04, -1.7638, -2.6493], [-0.044, 0.0382, 0.0539], [1.0891, 1.6523, 1.3046]]",GPU,DROP,
